,Hospital,City,State,ZIP Code,Score,Score URL
1054,Ellis Hospital,Schenectady,NY,12308-2425,40.3,/best-hospitals/area/co/national-jewish-health-6840315/pul
1055,St. Elizabeth Medical Center,Utica,NY,13501-5999,39.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
1056,Rome Memorial Hospital,Rome,NY,13440-2844,39.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1057,BronxCare Health System-Bronx,Bronx,NY,10456-3499,39.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1058,Olean General Hospital,Olean,NY,14760-1513,38.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1059,NYC Health and Hospitals-Jacobi,Bronx,NY,10461-1197,38.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1060,Wyckoff Heights Medical Center,Brooklyn,NY,11237-4006,37.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1061,NYC Health and Hospitals-Coney Island,Brooklyn,NY,11235-7795,37.6,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1062,Bassett Medical Center,Cooperstown,NY,13326-1394,37.5,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1063,St. Mary's Healthcare-Amsterdam,Amsterdam,NY,12010-1054,36.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
1064,Good Samaritan Regional Medical Center-Suffern,Suffern,NY,10901-4869,36.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1065,Finger Lakes Hospital,Geneva,NY,14456-1694,35.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1066,Faxton St. Luke's Healthcare-Utica,Utica,NY,13502-4830,35.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1067,Kingsbrook Jewish Medical Center,Brooklyn,NY,11203-1891,34.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1068,Brooklyn Hospital Center,Brooklyn,NY,11201-5425,32.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1069,Jamaica Hospital Medical Center,Jamaica,NY,11418-2832,31.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1070,St. John's Episcopal Hospital-South Shore,Far Rockaway,NY,11691-4423,29.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
1071,New York Community Hospital,Brooklyn,NY,11229-1705,28.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
1072,St. Catherine of Siena Medical Center,Smithtown,NY,11787-1348,28.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1073,Flushing Hospital Medical Center,Flushing,NY,11355-2205,26.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1074,Richmond University Medical Center,Staten Island,NY,10310-1664,21.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1075,Nassau University Medical Center,East Meadow,NY,11554-1859,15.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1076,Calvary Hospital,Bronx,NY,10461-2392,0.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
1077,Duke University Hospital,Durham,NC,27705-4699,72.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1078,Duke Regional Hospital,Durham,NC,27704-2763,66.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1079,University of North Carolina Hospitals,Chapel Hill,NC,27514-4220,65.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing"
1080,Vidant Medical Center,Greenville,NC,27834-2818,63.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1081,Wake Forest Baptist Medical Center,Winston-Salem,NC,27157-0001,62.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1082,Novant Health Matthews Medical Center,Matthews,NC,28105-4656,60.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
1083,UNC Rex Hospital,Raleigh,NC,27607-6599,59.2,/best-hospitals/area/co/national-jewish-health-6840315/pul
1084,CaroMont Regional Medical Center,Gastonia,NC,28054-2140,57.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1085,FirstHealth Moore Regional Hospital,Pinehurst,NC,28374-8710,56.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1086,Moses H. Cone Memorial Hospital,Greensboro,NC,27401-1020,55.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1087,Novant Health Forsyth Medical Center,Winston-Salem,NC,27103-3090,54.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1088,Carolinas Medical Center,Charlotte,NC,28203-5871,54.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1089,Duke Raleigh Hospital,Raleigh,NC,27609-7373,53.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1090,Mission Hospital-Asheville,Asheville,NC,28801-4690,51.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
1091,Novant Health Presbyterian Medical Center,Charlotte,NC,28204-2528,51.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0"
1092,Cape Fear Valley Medical Center,Fayetteville,NC,28304-3431,51.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1093,Carolinas Healthcare System Stanly,Albemarle,NC,28001-3441,49.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1094,New Hanover Regional Medical Center,Wilmington,NC,28401-7483,49.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
1095,Northern Hospital of Surry County,Mount Airy,NC,27030-5365,49.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1096,Margaret R. Pardee Memorial Hospital,Hendersonville,NC,28791-3410,47.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
1097,Carolinas Healthcare System Pineville,Charlotte,NC,28210-8407,47.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1098,Carolinas Healthcare System Lincoln,Lincolnton,NC,28092-4147,47.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1099,Nash Health Care Systems,Rocky Mount,NC,27804-2237,47.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
1100,Wake Forest Baptist Health-High Point Medical Center,High Point,NC,27262-4398,47.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1101,Iredell Health System-Statesville,Statesville,NC,28677-4107,47.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1102,Carolinas Healthcare System Union,Monroe,NC,28112-6000,45.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1103,WakeMed Health and Hospitals-Raleigh Campus,Raleigh,NC,27610-1295,45.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1104,Johnston Health-Smithfield,Smithfield,NC,27577-4407,45.1,/best-hospitals/area/co/national-jewish-health-6840315/pulm
1105,Carolinas Healthcare Northeast,Concord,NC,28025-2983,44.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1106,Carolinas Healthcare System Blue Ridge,Morganton,NC,28655-4058,44.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1107,Carolinas Healthcare System Cleveland,Shelby,NC,28150-3917,43.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1108,Frye Regional Medical Center,Hickory,NC,28601-5049,43.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1109,CarolinaEast Medical Center,New Bern,NC,28560-3499,43.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1110,Wayne UNC Health Care-Goldsboro,Goldsboro,NC,27534-9494,43.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1111,Alamance Regional Medical Center,Burlington,NC,27215-8700,39.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1112,Southeastern Health-Lumberton,Lumberton,NC,28358-3075,39.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1113,WakeMed Cary Hospital,Cary,NC,27518-6616,39.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1114,Carteret Health Care Medical Center,Morehead City,NC,28557-2901,39.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1115,Onslow Memorial Hospital,Jacksonville,NC,28546-6379,39.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1116,Wilson Medical Center-North Carolina,Wilson,NC,27893-3428,38.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1117,Sentara Albemarle Medical Center,Elizabeth City,NC,27909-3473,38.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
1118,Rutherford Regional Health System-Rutherfordton,Rutherfordton,NC,28139-2838,37.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
1119,Halifax Regional Medical Center,Roanoke Rapids,NC,27870-4914,37.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1120,Catawba Valley Medical Center,Hickory,NC,28602-9643,33.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1121,UNC Lenoir Healthcare-Kinston,Kinston,NC,28501-1634,31.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1122,Novant Health Rowan Medical Center,Salisbury,NC,28144-2799,30.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1123,Maria Parham Medical Center,Henderson,NC,27536-2927,28.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
1124,Harnett Health System-Dunn,Dunn,NC,28334-5599,24.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1125,UNC Rockingham Health Care-Eden,Eden,NC,27288-5201,20.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1126,CHI St. Alexius Health-Bismarck,Bismarck,ND,58501-4586,70.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1127,Altru Health System-Grand Forks,Grand Forks,ND,58201-4036,69.6,/best-hospitals/area/co/national-jewish-health-6840315/pul
1128,Sanford Medical Center Bismarck,Bismarck,ND,58501-4439,66.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1129,Essentia Health-Fargo,Fargo,ND,58103,57.2,/best-hospitals/area/co/national-jewish-health-6840315/pul
1130,Sanford Medical Center Fargo,Fargo,ND,58122-3641,56.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1131,Trinity Health-Minot,Minot,ND,58701-4406,46.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
1132,Cleveland Clinic,Cleveland,OH,44195-5108,83.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
1133,Cleveland Clinic Hillcrest Hospital,Cleveland,OH,44124-2203,70.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
1134,Miami Valley Hospital,Dayton,OH,45409-2793,70.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1135,Ohio State University Wexner Medical Center,Columbus,OH,43210-1240,69.8,"racking-id=""scorecard-specialty-click"" href=""/best-hospitals/area/co/nation"
1136,Cleveland Clinic Fairview Hospital,Cleveland,OH,44111-5656,68.6,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
1137,Cleveland Clinic Akron General,Akron,OH,44307-2433,66.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1138,Good Samaritan Hospital-Cincinnati,Cincinnati,OH,45220-2489,64.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1139,Cleveland Clinic South Pointe Hospital,Mayfield Heights,OH,44124,63.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1140,University Hospitals Ahuja Medical Center,Beachwood,OH,44122-6046,62.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0"
1141,Aultman Hospital,Canton,OH,44710-1702,62.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
1142,Bethesda North Hospital,Cincinnati,OH,45242-4402,60.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1143,Summa Health-Akron Campus,Akron,OH,44304-1619,60.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="""
1144,University Hospitals Cleveland Medical Center,Cleveland,OH,44106-1716,59.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="""
1145,ProMedica Toledo Hospital,Toledo,OH,43606-3896,59.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1146,UH Portage Medical Center,Ravenna,OH,44266-3929,58.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1147,Southwest General Health Center,Middleburg Heights,OH,44130-3497,58.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1148,MetroHealth Medical Center,Cleveland,OH,44109-1998,58.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
1149,Mercy Health-St. Elizabeth Youngstown Hospital,Youngstown,OH,44504-1096,57.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1150,Mercy Health-St. Elizabeth Boardman Hospital,Boardman,OH,44512-6777,57.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
1151,OhioHealth Doctors Hospital,Columbus,OH,43228-1607,57.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
1152,Christ Hospital,Cincinnati,OH,45219-2906,56.4,/best-hospitals/area/co/national-jewish-health-6840315/pulm
1153,Mercy Health-Anderson Hospital,Cincinnati,OH,45255-2492,56.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1154,Cleveland Clinic Marymount Hospital,Garfield Heights,OH,44125-2975,56.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
1155,OhioHealth Grant Medical Center,Columbus,OH,43215-1898,55.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1156,St. Rita's Medical Center,Lima,OH,45801-4602,55.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1157,Mount Carmel St. Ann's Hospital,Westerville,OH,43081-8998,55.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
1158,West Chester Hospital,West Chester,OH,45069-2505,55.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1159,Mercy Medical Center-Canton,Canton,OH,44708-2641,54.5,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
1160,Cleveland Clinic Medina Hospital,Medina,OH,44256-2170,54.0,/best-hospitals/area/co/national-jewish-health-6840315/pulm
1161,University Hospitals Elyria Medical Center,Elyria,OH,44035-5902,53.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1162,OhioHealth Riverside Methodist Hospital,Columbus,OH,43214-3998,52.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="""
1163,Kettering Medical Center,Kettering,OH,45429-1221,52.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1164,Genesis Healthcare System-Zanesville,Zanesville,OH,43701-1406,51.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
1165,Mount Carmel East and West Hospitals,Columbus,OH,43222-1551,51.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1166,Sycamore Medical Center,Miamisburg,OH,45342-7615,51.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1167,UH Regional Hospitals,Cleveland,OH,44143-1116,50.6,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1168,University of Cincinnati Medical Center,Cincinnati,OH,45219-2316,50.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="
1169,Fort Hamilton Hospital,Hamilton,OH,45013-2770,50.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1170,Mercy Health-Clermont Hospital,Batavia,OH,45103-1921,49.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1171,Southern Ohio Medical Center,Portsmouth,OH,45662-2640,49.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1172,Firelands Regional Health System-Sandusky,Sandusky,OH,44870-3323,49.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1173,Mercy Health-St. Charles Hospital,Oregon,OH,43616-3297,48.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1174,OhioHealth MedCentral Mansfield Hospital,Mansfield,OH,44903-2265,48.5,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
1175,Soin Medical Center,Beavercreek,OH,45431-1705,48.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
1176,Grandview Medical Center-Dayton,Dayton,OH,45405-4796,48.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1177,Marietta Memorial Hospital,Marietta,OH,45750-1699,47.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1178,Lake Health-TriPoint Medical Center,Concord Township,OH,44077-9176,47.7,/best-hospitals/area/co/national-jewish-health-6840315/pu
1179,Atrium Medical Center-Middletown,Middletown,OH,45005-1066,47.6,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1180,Fairfield Medical Center,Lancaster,OH,43130-3371,47.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
